target,source,ID
EDW_SOR_STG.T_AR,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR,EDW_SOR.PD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR,EDW_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_ACCT_CLS,EDW_DWH_STG.I$_ACCOUNT_CLOSED,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CCB,EDW_DWH.CMS_COLLECTIONCENTRALBANK,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CCB,EDW_DWH.INFO_CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_SWAPDEALS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_CPTYDEFT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_USERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_CURRENCIES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_SWAPDEALSHISTT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_TCB_REPODEAL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_REPODEALS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_BODEALFOKEY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_REPOSECUSCHED,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_LOANSDEPOSITDEALS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_SWAPLEG,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_TYPEOFINSTR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_LO_DEPODEALSHISTT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_STATUS,EDW_DWH.KDR_REPODEALSHISTT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_CURRENCIES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_IAMDEALS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_BODEALFOKEY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_USERS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_IAMDEALS,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CLTR,EDW_DWH.COLLATERAL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CLTR,EDW_DWH_STG.I$_COLLATERAL_RIGHT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_SOR.IP_X_GRP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_SOR.BAL_RNGE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_DMT.AR_TP_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_DMT.OU_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.AR_X_CL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_DMT.CST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_DMT.CARD_TP_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,EDW_SOR.Z_T_DMT_AR_OTHER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.ACS_FCY_AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.AU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.AU_BAL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER,TT31_SRC_SOR.AR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_SOR.BAL_RNGE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_LCS_RSN_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_LCS_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.CST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.CDR_DT_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_TP_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_PRG_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.CST_MKT_SEG_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.OU_GEO_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.SRO_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AGE_SEG_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.CNL_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.CCY_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_POLC_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.CARD_TP_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.OU_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.AR_FIN_ST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_MA,EDW_DMT.LOB_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER_1,EDW_SOR.BAL_RNGE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER_1,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_OTHER_1,EDW_SOR.IP_X_GRP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T$_AR_BHVR_ANL_FCT_LMT1,EDW_SOR.BAL_RNGE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T$_AR_BHVR_ANL_FCT_LMT1,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T$_AR_BHVR_ANL_FCT_LMT1,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T$_AR_BHVR_ANL_FCT_LMT1,EDW_SOR.IP_X_GRP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_DMT.OU_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_DMT.CARD_TP_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_DMT.CST_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_SOR.Z_T_DMT_AR_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_DMT.AR_TP_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_SOR.IP_X_GRP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_SOR.BAL_RNGE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_BHVR_ANL_FCT_LMT,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AR_DIM,EDW_DMT.AR_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_PFS_SALES_PERSON,EDW_ADM.TBL_PFS_SALES_PERSON,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.OU,EDW_SOR_STG.T_COM_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.OU,EDW_SOR_STG.T_DEP_DAO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_PD_SCD,EDW_ADM.TBL_PD_SCD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CR_FCY_AR,EDW_SOR_STG.T_KDR_SETTLEMENTLIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CR_FCY_AR,EDW_SOR_STG.T_KDR_LIMIT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CR_FCY_AR,EDW_SOR_STG.T_LMT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CR_FCY_AR,EDW_SOR_STG.T_CCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_GRP,EDW_SOR_STG.T_CUS_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_GRP,EDW_SOR_STG.T_KDR_CPTY_T24_CUST_FOLDER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_GRP,EDW_SOR_STG.T_CUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_GRP,EDW_ADM.TBL_PLN_CIC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_GRP,EDW_SOR_STG.T_RM_SALE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_GRP,EDW_SOR_STG.T_KDR_CPTY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_SOR_STG.TMP_LOS_MAINAPP_IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_DWH_STG.T_PORTFOLIO_PBC_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_DWH.CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_SOR_STG.T_USRTBL_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_SOR_STG.T_CUS_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IP_X_IP,EDW_SOR_STG.T_RM_SALE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.OU_GEO,EDW_SOR_STG.T_COM_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.ORG,EDW_SOR_STG.T_CUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.ORG,EDW_DWH.KDR_TCB_CPTY_T24CUST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.ORG,EDW_DWH.KDR_CPTYDEFT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_DWH.LOS_VERIFICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_DWH_STG.I$_LOS_MAINAPPLICANT_TSD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.TMP_LOS_MAINAPP_IP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.TMP_LOS_MAINAPP_IP2,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.T_CMS_CLIENTPERSONE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.T_CUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.T_CMS_IDENTITY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.IDV,EDW_SOR_STG.TMP_LOS_MAINAPP_IP3,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CST,EDW_DWH.CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CST,EDW_DWH_STG.T_PORTFOLIO_PBC_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CST,EDW_SOR_STG.T_RM_SALE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.CST,EDW_SOR_STG.T_CUS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_CLTR_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_MM_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_LOS_MAINAPPLICATION,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_AZ_AC_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_AZ_AC,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_MD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_LD_PD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_DWH_STG.I$_CMS_CONTRACTITEM5,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_KDR_CREDIT_LIMIT_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_DWH.ECM_LC_TRANSACTIONS,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_PD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_ICRD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_LC_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_LMT_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_AC_AZ_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.AR_X_AR,EDW_SOR_STG.T_CMS_ACC2CARD,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_SOR_STG.T_RM_SALE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_SOR_STG.T_AC_AZ_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_SOR_STG.T_AZ_AC_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_SOR_STG.T_MM_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_SOR_STG.T_LD_PD_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_DWH.HRM_USER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.EMPE,EDW_SOR_STG.T_TL_ID,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.T24M_0136_MV1,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.T24M_0097_MV2,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH_STG.I$_INTEREST_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.PERIODIC_INTEREST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.T24M_0135_MV1,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_SOR_STG.T_PI_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH_STG.I$_GROUP_CREDIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.KDR_FLOATINGRATES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.GROUP_DEBIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.GROUP_CREDIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_SOR_STG.T_PIT_UP,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH_STG.I$_BASIC_INTEREST,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.KDR_CURREFINDEXT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH_STG.I$_GROUP_DEBIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.CMS_CONTRACTPROFILE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.KDR_MATURITYCLASSES,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.INT_RATE,EDW_DWH.BASIC_RATE_TEXT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH.BF_CUS_INFO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH.BF_DB_CUSTOMER_ECO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DMT.ECO_SCTR_DIM,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH.SECTOR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH_STG.T_CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH_STG.I$_CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH_STG.I$_SECTOR,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH.ECO_SCTR_ECO,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH.CUSTOMER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CUS,EDW_DWH_STG.I$_CUS_ASSET_CLASS_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DEP_DAO,EDW_DWH_STG.I$_DEPT_ACCT_OFFICER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_DEP_DAO,EDW_DWH_STG.I$_DEPARTMENT_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TL_ID,EDW_DWH_STG.I$_TELLER_ID,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_TL_ID,EDW_DWH.USERTBL,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_EX_USER,EDW_DWH_STG.I$_EB_EXTERNAL_USER,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_COM_TCB,EDW_DWH_STG.T_COMPANY,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CMS_CONTRACTPARAMETERS,EDW_DWH_STG.I$_CMS_CONTRACTPARAMETERS5,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AZ_ACCOUNT_EB_PARAM,EDW_DWH_STG.I$_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_GRP_CR_INT,EDW_DWH_STG.T_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_GRP_CR_INT,EDW_DWH_STG.I$_GROUP_CREDIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_GRP_CR_INT,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_CR_INT,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_CR_INT,EDW_DWH_STG.I$_ACCOUNT_CREDIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_CR_INT,EDW_DWH_STG.T_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_SCHEDULES,EDW_DWH.KDR_REPOSCHEDULE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_SCHEDULES,EDW_DWH.KDR_LOANSSCHEDULE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_KDR_DEALS_SCHEDULES,EDW_DWH.KDR_SWAPSCHEDULE,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_EB_PARAMETER_TCB,EDW_DWH.EB_PARAMETER_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_DR_INT,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_DR_INT,EDW_DWH_STG.I$_ACCOUNT_DEBIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_DR_INT,EDW_DWH_STG.T_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_GRP_DR_INT,EDW_DWH_STG.I$_GROUP_DEBIT_INT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_GRP_DR_INT,EDW_DWH_STG.T_AZ_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_AC_GRP_DR_INT,EDW_DWH_STG.T_ACCOUNT,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_CHANGE_SKT_UP,EDW_DWH_STG.I$_CHANGE_STK_TCB,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR_STG.T_LD_UP,EDW_DWH_STG.I$_LD_LOANS_AND_DEPOSITS,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_TP_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CARD_TP_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.Z_T_DMT_AR_OTHER,EDW_SOR_STG.T_DMT_AR_2,EDW_DMT.PFS_AR_FCT_DLY
EDW_SOR.Z_T_DMT_AR_OTHER,EDW_SOR_STG.T_EXG_RATE_DAY,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_LCS_RSN_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_LCS_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CDR_DT_DIM,EDW_SOR.MSR_PRD,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AR_PRG_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CST_MKT_SEG_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.OU_GEO_DIM,EDW_SOR.OU_GEO,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AGE_SEG_DIM,EDW_SOR.CV,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.AGE_SEG_DIM,EDW_SOR.AGE_SEG,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CNL_DIM,EDW_SOR.OU,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CNL_DIM,EDW_SOR_STG.T_DMT_CST_ELC_ADR,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CNL_DIM,EDW_SOR.ELC_DLV_DVC,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CNL_DIM,EDW_SOR.OU_GEO,EDW_DMT.PFS_AR_FCT_DLY
EDW_DMT.CNL_DIM,EDW_SOR.IP,EDW_DMT.PFS_AR_FCT_DLY
